"","series","episode","baker","technical","result","signature_bake","show_stopper","last_Name","baker_age","baker_occupation","hometown"
"610",10,6,"Alice",1,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"611",10,7,"Alice",6,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"612",10,8,"Alice",3,"IN",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"613",10,9,"Alice",4,"STAR BAKER",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"614",10,10,"Alice",2,"Runner-up",NA,NA,"Fevronia",28,"Geography teacher","Essex"
"615",10,1,"Amelia",4,"IN",NA,NA,"LeBruin",24,"Fashion designer","Halifax"
"616",10,2,"Amelia",9,"IN",NA,NA,"LeBruin",24,"Fashion designer","Halifax"
"617",10,3,"Amelia",11,"OUT",NA,NA,"LeBruin",24,"Fashion designer","Halifax"
"618",10,1,"Dan",9,"OUT",NA,NA,"Chambers",32,"Support worker","Rotherham"
"619",10,1,"David",10,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"620",10,2,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"621",10,3,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"622",10,4,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"623",10,5,"David",9,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"624",10,6,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"625",10,7,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"626",10,8,"David",1,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"627",10,9,"David",2,"IN",NA,NA,"Atherton",36,"International health adviser","Whitby"
"628",10,10,"David",1,"WINNER",NA,NA,"Atherton",36,"International health adviser","Whitby"
"629",10,1,"Helena",12,"IN",NA,NA,"Garcia",40,"Online project manager","Leeds"
"630",10,2,"Helena",12,"IN",NA,NA,"Garcia",40,"Online project manager","Leeds"
"631",10,3,"Helena",8,"IN",NA,NA,"Garcia",40,"Online project manager","Leeds"
"632",10,4,"Helena",9,"IN",NA,NA,"Garcia",40,"Online project manager","Leeds"
"633",10,5,"Helena",1,"OUT",NA,NA,"Garcia",40,"Online project manager","Leeds"
"634",10,1,"Henry",1,"IN",NA,NA,"Bird",20,"Student","Durham"
"635",10,2,"Henry",6,"IN",NA,NA,"Bird",20,"Student","Durham"
"636",10,3,"Henry",1,"IN",NA,NA,"Bird",20,"Student","Durham"
"637",10,4,"Henry",3,"IN",NA,NA,"Bird",20,"Student","Durham"
"638",10,5,"Henry",3,"IN",NA,NA,"Bird",20,"Student","Durham"
"639",10,6,"Henry",4,"IN",NA,NA,"Bird",20,"Student","Durham"
"640",10,7,"Henry",3,"STAR BAKER",NA,NA,"Bird",20,"Student","Durham"
"641",10,8,"Henry",5,"OUT",NA,NA,"Bird",20,"Student","Durham"
"642",10,1,"Jamie",13,"IN",NA,NA,"Finn",20,"Part-time waiter","Surrey"
"643",10,2,"Jamie",11,"OUT",NA,NA,"Finn",20,"Part-time waiter","Surrey"
"644",10,1,"Michael",11,"IN",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"645",10,2,"Michael",4,"IN",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"646",10,3,"Michael",6,"STAR BAKER",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"647",10,4,"Michael",7,"IN",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"648",10,5,"Michael",8,"IN",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"649",10,6,"Michael",6,"IN",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"650",10,7,"Michael",5,"OUT",NA,NA,"Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon"
"651",10,1,"Michelle",6,"STAR BAKER",NA,NA,"Evans",35,"Print shop administrator","Tenby, Wales"
"652",10,2,"Michelle",8,"IN",NA,NA,"Evans",35,"Print shop administrator","Tenby, Wales"
"653",10,3,"Michelle",5,"IN",NA,NA,"Evans",35,"Print shop administrator","Tenby, Wales"
"654",10,4,"Michelle",5,"IN",NA,NA,"Evans",35,"Print shop administrator","Tenby, Wales"
"655",10,5,"Michelle",7,"OUT",NA,NA,"Evans",35,"Print shop administrator","Tenby, Wales"
"656",10,1,"Phil",8,"IN",NA,NA,"Thorne",56,"HGV driver","Rainham"
"657",10,2,"Phil",3,"IN",NA,NA,"Thorne",56,"HGV driver","Rainham"
"658",10,3,"Phil",10,"IN",NA,NA,"Thorne",56,"HGV driver","Rainham"
"659",10,4,"Phil",6,"OUT",NA,NA,"Thorne",56,"HGV driver","Rainham"
"660",10,1,"Priya",7,"IN",NA,NA,"O",34,"Marketing consultant","Leicester"
"661",10,2,"Priya",7,"IN",NA,NA,"O",34,"Marketing consultant","Leicester"
"662",10,3,"Priya",4,"IN",NA,NA,"O",34,"Marketing consultant","Leicester"
"663",10,4,"Priya",10,"IN",NA,NA,"O",34,"Marketing consultant","Leicester"
"664",10,5,"Priya",2,"IN",NA,NA,"O",34,"Marketing consultant","Leicester"
"665",10,6,"Priya",7,"OUT",NA,NA,"O",34,"Marketing consultant","Leicester"
"666",10,1,"Rosie",2,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"667",10,2,"Rosie",5,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"668",10,3,"Rosie",9,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"669",10,4,"Rosie",4,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"670",10,5,"Rosie",5,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"671",10,6,"Rosie",5,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"672",10,7,"Rosie",1,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"673",10,8,"Rosie",2,"IN",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"674",10,9,"Rosie",1,"OUT",NA,NA,"Brandreth",28,"Veterinary surgeon","Somerset"
"675",10,1,"Steph",3,"IN",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"676",10,2,"Steph",10,"IN",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"677",10,3,"Steph",3,"IN",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"678",10,4,"Steph",1,"STAR BAKER",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"679",10,5,"Steph",4,"STAR BAKER",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"680",10,6,"Steph",3,"STAR BAKER",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"681",10,7,"Steph",4,"IN",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"682",10,8,"Steph",4,"STAR BAKER",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"683",10,9,"Steph",3,"IN",NA,NA,"Blackwell",28,"Shop assistant","Chester"
"684",10,10,"Steph",3,"Runner-up",NA,NA,"Blackwell",28,"Shop assistant","Chester"
